Term;Main Term;Main Term URI
netrion sulcus;netrion sulcus;http://purl.obolibrary.org/obo/HAO_0000646
notaulus;notaulus;http://purl.obolibrary.org/obo/HAO_0000647
notaular line;notaulus;http://purl.obolibrary.org/obo/HAO_0000647
notauli;notaulus;http://purl.obolibrary.org/obo/HAO_0000647
notaulix;notaulus;http://purl.obolibrary.org/obo/HAO_0000647
notch;notch;http://purl.obolibrary.org/obo/HAO_0000648
notopleural suture;notopleural suture;http://purl.obolibrary.org/obo/HAO_0000649
notum;notum;http://purl.obolibrary.org/obo/HAO_0000650
nucha;nucha;http://purl.obolibrary.org/obo/HAO_0000651
occipital arch;occipital arch;http://purl.obolibrary.org/obo/HAO_0000652
occipital carina;occipital carina;http://purl.obolibrary.org/obo/HAO_0000653
nuchal carina;occipital carina;http://purl.obolibrary.org/obo/HAO_0000653
nuchal collar;occipital carina;http://purl.obolibrary.org/obo/HAO_0000653
occipital keel;occipital carina;http://purl.obolibrary.org/obo/HAO_0000653
preoccipital carina;occipital carina;http://purl.obolibrary.org/obo/HAO_0000653
preoccipital ridge;occipital carina;http://purl.obolibrary.org/obo/HAO_0000653
propleural fossa of the cranium;propleural fossa of the cranium;http://purl.obolibrary.org/obo/HAO_0000654
occipital condyle;propleural fossa of the cranium;http://purl.obolibrary.org/obo/HAO_0000654
postoccipital condyle;propleural fossa of the cranium;http://purl.obolibrary.org/obo/HAO_0000654
occipital depression;occipital depression;http://purl.obolibrary.org/obo/HAO_0000655
occipital sulcus;occipital sulcus;http://purl.obolibrary.org/obo/HAO_0000656
occiptal condyle;occiptal condyle;http://purl.obolibrary.org/obo/HAO_0000657
occiput;occiput;http://purl.obolibrary.org/obo/HAO_0000658
occipital arch;occiput;http://purl.obolibrary.org/obo/HAO_0000658
occlusor muscle apodeme;occlusor muscle apodeme;http://purl.obolibrary.org/obo/HAO_0000659
occlusor muscle apodeme of anterior thoracic spiracle;occlusor muscle apodeme;http://purl.obolibrary.org/obo/HAO_0000659
ocellar fovea;ocellar fovea;http://purl.obolibrary.org/obo/HAO_0000660
petite fossette triangulaire;ocellar fovea;http://purl.obolibrary.org/obo/HAO_0000660
ocellus;ocellus;http://purl.obolibrary.org/obo/HAO_0000661
simple eye;ocellus;http://purl.obolibrary.org/obo/HAO_0000661
ocular ocellar line;ocular ocellar line;http://purl.obolibrary.org/obo/HAO_0000662
OOL;ocular ocellar line;http://purl.obolibrary.org/obo/HAO_0000662
ocellar ocular line;ocular ocellar line;http://purl.obolibrary.org/obo/HAO_0000662
ocellocular line;ocular ocellar line;http://purl.obolibrary.org/obo/HAO_0000662
ocular ocellar length;ocular ocellar line;http://purl.obolibrary.org/obo/HAO_0000662
ocular sclerite;ocular sclerite;http://purl.obolibrary.org/obo/HAO_0000663
ocular suture;ocular suture;http://purl.obolibrary.org/obo/HAO_0000664
ocular sulcus;ocular suture;http://purl.obolibrary.org/obo/HAO_0000664
odontoidea;odontoidea;http://purl.obolibrary.org/obo/HAO_0000665
ommatidium;ommatidium;http://purl.obolibrary.org/obo/HAO_0000666
open coxal cavity;open coxal cavity;http://purl.obolibrary.org/obo/HAO_0000667
operculum;operculum;http://purl.obolibrary.org/obo/HAO_0000668
oral cavity;oral cavity;http://purl.obolibrary.org/obo/HAO_0000669
oral foramen;oral foramen;http://purl.obolibrary.org/obo/HAO_0000670
buccal cavity;oral foramen;http://purl.obolibrary.org/obo/HAO_0000670
fossa of the proboscis;oral foramen;http://purl.obolibrary.org/obo/HAO_0000670
mouth cavity;oral foramen;http://purl.obolibrary.org/obo/HAO_0000670
oral fossa;oral foramen;http://purl.obolibrary.org/obo/HAO_0000670
proboscidial fossa;oral foramen;http://purl.obolibrary.org/obo/HAO_0000670
orbicula;orbicula;http://purl.obolibrary.org/obo/HAO_0000671
arolial manubrium;orbicula;http://purl.obolibrary.org/obo/HAO_0000671
manubrium;orbicula;http://purl.obolibrary.org/obo/HAO_0000671
orbit;orbit;http://purl.obolibrary.org/obo/HAO_0000672
eye margin;orbit;http://purl.obolibrary.org/obo/HAO_0000672
orbital band;orbital band;http://purl.obolibrary.org/obo/HAO_0000673
orbital carina;orbital carina;http://purl.obolibrary.org/obo/HAO_0000674
outer carina of the mandible;outer carina of the mandible;http://purl.obolibrary.org/obo/HAO_0000675
outer ridge;outer carina of the mandible;http://purl.obolibrary.org/obo/HAO_0000675
outer groove;outer groove;http://purl.obolibrary.org/obo/HAO_0000676
outer orbit;outer orbit;http://purl.obolibrary.org/obo/HAO_0000677
outer margin of compound eye;outer orbit;http://purl.obolibrary.org/obo/HAO_0000677
ovipore;ovipore;http://purl.obolibrary.org/obo/HAO_0000678
ovipositor;ovipositor;http://purl.obolibrary.org/obo/HAO_0000679
sting apparatus;ovipositor;http://purl.obolibrary.org/obo/HAO_0000679
stinger;ovipositor;http://purl.obolibrary.org/obo/HAO_0000679
ovipositor sheath;ovipositor sheath;http://purl.obolibrary.org/obo/HAO_0000680
paddle shaped seta;paddle shaped seta;http://purl.obolibrary.org/obo/HAO_0000681
Putzhaar;paddle shaped seta;http://purl.obolibrary.org/obo/HAO_0000681
palpifer;palpifer;http://purl.obolibrary.org/obo/HAO_0000682
palpus;palpus;http://purl.obolibrary.org/obo/HAO_0000683
palp;palpus;http://purl.obolibrary.org/obo/HAO_0000683
paracoxal ridge;paracoxal ridge;http://purl.obolibrary.org/obo/HAO_0000684
paracoxal sulcus;paracoxal sulcus;http://purl.obolibrary.org/obo/HAO_0000685
paraglossa;paraglossa;http://purl.obolibrary.org/obo/HAO_0000686
premento-paraglossal muscle;premento-paraglossal muscle;http://purl.obolibrary.org/obo/HAO_0000687
glossal retractor;premento-paraglossal muscle;http://purl.obolibrary.org/obo/HAO_0000687
paraglossal flexor;premento-paraglossal muscle;http://purl.obolibrary.org/obo/HAO_0000687
posterior flexor of the ligula;premento-paraglossal muscle;http://purl.obolibrary.org/obo/HAO_0000687
prelabial flexor muscle;premento-paraglossal muscle;http://purl.obolibrary.org/obo/HAO_0000687
retractor ligulae inferior;premento-paraglossal muscle;http://purl.obolibrary.org/obo/HAO_0000687
retractor linguae biceps;premento-paraglossal muscle;http://purl.obolibrary.org/obo/HAO_0000687
paramandibular process;paramandibular process;http://purl.obolibrary.org/obo/HAO_0000688
paraocular area;paraocular area;http://purl.obolibrary.org/obo/HAO_0000689
paraocular carina;paraocular carina;http://purl.obolibrary.org/obo/HAO_0000690
paraocular lobe;paraocular lobe;http://purl.obolibrary.org/obo/HAO_0000691
parapenis;parapenis;http://purl.obolibrary.org/obo/HAO_0000692
dorsal expansion of gonobase;parapenis;http://purl.obolibrary.org/obo/HAO_0000692
dorsal lamina;parapenis;http://purl.obolibrary.org/obo/HAO_0000692
lobi parapenialis;parapenis;http://purl.obolibrary.org/obo/HAO_0000692
manubrium;parapenis;http://purl.obolibrary.org/obo/HAO_0000692
parapenial lobe;parapenis;http://purl.obolibrary.org/obo/HAO_0000692
parapenisjugum;parapenisjugum;http://purl.obolibrary.org/obo/HAO_0000693
parapsidal line;parapsidal line;http://purl.obolibrary.org/obo/HAO_0000694
parapsidal furrow;parapsidal line;http://purl.obolibrary.org/obo/HAO_0000694
parapsidal signum;parapsidal line;http://purl.obolibrary.org/obo/HAO_0000694
parapsis;parapsis;http://purl.obolibrary.org/obo/HAO_0000695
parascrobal area;parascrobal area;http://purl.obolibrary.org/obo/HAO_0000696
parascutal carina;parascutal carina;http://purl.obolibrary.org/obo/HAO_0000697
parascutal flange;parascutal carina;http://purl.obolibrary.org/obo/HAO_0000697
paravalva;paravalva;http://purl.obolibrary.org/obo/HAO_0000698
parietal;parietal;http://purl.obolibrary.org/obo/HAO_0000699
parietal band;parietal band;http://purl.obolibrary.org/obo/HAO_0000700
parossiculo-penisvalval muscle;parossiculo-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0000701
parossiculo-phallotremal muscle;parossiculo-phallotremal muscle;http://purl.obolibrary.org/obo/HAO_0000702
parossiculus;parossiculus;http://purl.obolibrary.org/obo/HAO_0000703
copulatory sclerite;parossiculus;http://purl.obolibrary.org/obo/HAO_0000703
pièce complèmentaire;parossiculus;http://purl.obolibrary.org/obo/HAO_0000703
plaques volsellaires;parossiculus;http://purl.obolibrary.org/obo/HAO_0000703
volsella;parossiculus;http://purl.obolibrary.org/obo/HAO_0000703
patch;patch;http://purl.obolibrary.org/obo/HAO_0000704
pectus;pectus;http://purl.obolibrary.org/obo/HAO_0000705
pleurosternum;pectus;http://purl.obolibrary.org/obo/HAO_0000705
pedicel;pedicel;http://purl.obolibrary.org/obo/HAO_0000706
pedicellus;pedicel;http://purl.obolibrary.org/obo/HAO_0000706
penisvalva;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
aedeagal rod;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
aedeagal sclerite;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
baguettes du fourreau;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
crochet;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
inner or dorsal arm of the stipes;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
lamina aedeagalis;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
paramere;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
penis rod;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
penis valve;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
sagitta;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
thyrses;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
thyrsos;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
valve du pénis;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
valves composing penis;penisvalva;http://purl.obolibrary.org/obo/HAO_0000707
penisvalvo-endophallal muscle;penisvalvo-endophallal muscle;http://purl.obolibrary.org/obo/HAO_0000708
penisvalvo-gonossiculal muscle;penisvalvo-gonossiculal muscle;http://purl.obolibrary.org/obo/HAO_0000709
penisvalvo-phallotremal muscle;penisvalvo-phallotremal muscle;http://purl.obolibrary.org/obo/HAO_0000710
muscle n;penisvalvo-phallotremal muscle;http://purl.obolibrary.org/obo/HAO_0000710
peristome;peristome;http://purl.obolibrary.org/obo/HAO_0000711
peritreme;peritreme;http://purl.obolibrary.org/obo/HAO_0000712
phallobase;phallobase;http://purl.obolibrary.org/obo/HAO_0000713
gonocoxite IX;phallobase;http://purl.obolibrary.org/obo/HAO_0000713
paramere;phallobase;http://purl.obolibrary.org/obo/HAO_0000713
phallotrema;phallotrema;http://purl.obolibrary.org/obo/HAO_0000714
gonotrema;phallotrema;http://purl.obolibrary.org/obo/HAO_0000714
phallotreme;phallotrema;http://purl.obolibrary.org/obo/HAO_0000714
secondary gonopore;phallotrema;http://purl.obolibrary.org/obo/HAO_0000714
pharate adult;pharate adult;http://purl.obolibrary.org/obo/HAO_0000715
phragma;phragma;http://purl.obolibrary.org/obo/HAO_0000716
pile;pile;http://purl.obolibrary.org/obo/HAO_0000717
pit;pit;http://purl.obolibrary.org/obo/HAO_0000718
fossa;pit;http://purl.obolibrary.org/obo/HAO_0000718
fovea;pit;http://purl.obolibrary.org/obo/HAO_0000718
planta;planta;http://purl.obolibrary.org/obo/HAO_0000719
pleural apodeme;pleural apodeme;http://purl.obolibrary.org/obo/HAO_0000720
pleural apophysis;pleural apophysis;http://purl.obolibrary.org/obo/HAO_0000721
pleural area;pleural area;http://purl.obolibrary.org/obo/HAO_0000722
pleural pit;pleural pit;http://purl.obolibrary.org/obo/HAO_0000723
pleural ridge;pleural ridge;http://purl.obolibrary.org/obo/HAO_0000724
pleural suture;pleural suture;http://purl.obolibrary.org/obo/HAO_0000725
pleural sulcus;pleural suture;http://purl.obolibrary.org/obo/HAO_0000725
pleural wing process;pleural wing process;http://purl.obolibrary.org/obo/HAO_0000726
pleurite;pleurite;http://purl.obolibrary.org/obo/HAO_0000727
pleuro-ventral line;pleuro-ventral line;http://purl.obolibrary.org/obo/HAO_0000728
pleuron;pleuron;http://purl.obolibrary.org/obo/HAO_0000729
pleurostoma;pleurostoma;http://purl.obolibrary.org/obo/HAO_0000730
pleurostomal condyle;pleurostomal condyle;http://purl.obolibrary.org/obo/HAO_0000731
pleurostomal fossa;pleurostomal fossa;http://purl.obolibrary.org/obo/HAO_0000732
pleurostomal ridge;pleurostomal ridge;http://purl.obolibrary.org/obo/HAO_0000733
pleurostomal suture;pleurostomal suture;http://purl.obolibrary.org/obo/HAO_0000734
plica;plica;http://purl.obolibrary.org/obo/HAO_0000735
plical carina;plica;http://purl.obolibrary.org/obo/HAO_0000735
plica basalis;plica basalis;http://purl.obolibrary.org/obo/HAO_0000736
basal fold;plica basalis;http://purl.obolibrary.org/obo/HAO_0000736
plica vannalis;plica vannalis;http://purl.obolibrary.org/obo/HAO_0000737
anal fold;plica vannalis;http://purl.obolibrary.org/obo/HAO_0000737
anal furrow;plica vannalis;http://purl.obolibrary.org/obo/HAO_0000737
plica analis;plica vannalis;http://purl.obolibrary.org/obo/HAO_0000737
vannal fold;plica vannalis;http://purl.obolibrary.org/obo/HAO_0000737
plical area;plical area;http://purl.obolibrary.org/obo/HAO_0000738
pollex;pollex;http://purl.obolibrary.org/obo/HAO_0000739
postacetabular patch;postacetabular patch;http://purl.obolibrary.org/obo/HAO_0000740
acetabular field;postacetabular patch;http://purl.obolibrary.org/obo/HAO_0000740
postacetabular sulcus;postacetabular sulcus;http://purl.obolibrary.org/obo/HAO_0000741
postalar process;postalar process;http://purl.obolibrary.org/obo/HAO_0000742
metategula;postalar process;http://purl.obolibrary.org/obo/HAO_0000742
scutellar crest;postalar process;http://purl.obolibrary.org/obo/HAO_0000742
postclypeus;postclypeus;http://purl.obolibrary.org/obo/HAO_0000743
postcubitus;postcubitus;http://purl.obolibrary.org/obo/HAO_0000744
anterior cranio-mandibular muscle;anterior cranio-mandibular muscle;http://purl.obolibrary.org/obo/HAO_0000745
M. craniomandibularis internus;anterior cranio-mandibular muscle;http://purl.obolibrary.org/obo/HAO_0000745
adductor of the mandible;anterior cranio-mandibular muscle;http://purl.obolibrary.org/obo/HAO_0000745
musculus cranio-intramandibularis;anterior cranio-mandibular muscle;http://purl.obolibrary.org/obo/HAO_0000745
posterior cranio-mandibular muscle;anterior cranio-mandibular muscle;http://purl.obolibrary.org/obo/HAO_0000745
posterior extension of preaxilla;posterior extension of preaxilla;http://purl.obolibrary.org/obo/HAO_0000746
posterior glossal plate;posterior glossal plate;http://purl.obolibrary.org/obo/HAO_0000747
posterior lingual plate;posterior glossal plate;http://purl.obolibrary.org/obo/HAO_0000747
subligular plate;posterior glossal plate;http://purl.obolibrary.org/obo/HAO_0000747
subligular sclerite;posterior glossal plate;http://purl.obolibrary.org/obo/HAO_0000747
posterior glossal sclerite;posterior glossal sclerite;http://purl.obolibrary.org/obo/HAO_0000748
posterior labral retractor;posterior labral retractor;http://purl.obolibrary.org/obo/HAO_0000749
posterior fronto-labral muscle;posterior labral retractor;http://purl.obolibrary.org/obo/HAO_0000749
posterior lingual plate;posterior lingual plate;http://purl.obolibrary.org/obo/HAO_0000750
posterior mesepimeral area;posterior mesepimeral area;http://purl.obolibrary.org/obo/HAO_0000751
mesepimeral flange;posterior mesepimeral area;http://purl.obolibrary.org/obo/HAO_0000751
mesepimeron;posterior mesepimeral area;http://purl.obolibrary.org/obo/HAO_0000751
posterior mesepimeral inflection;posterior mesepimeral inflection;http://purl.obolibrary.org/obo/HAO_0000752
posterior mesofurco-mesolaterophragmal muscle;posterior mesofurco-mesolaterophragmal muscle;http://purl.obolibrary.org/obo/HAO_0000753
fu2p-ph2;posterior mesofurco-mesolaterophragmal muscle;http://purl.obolibrary.org/obo/HAO_0000753
posterior furcal-laterophragmal muscle;posterior mesofurco-mesolaterophragmal muscle;http://purl.obolibrary.org/obo/HAO_0000753
posterior mesofurco-mesolaterophragmal;posterior mesofurco-mesolaterophragmal muscle;http://purl.obolibrary.org/obo/HAO_0000753
posterior mesonoto-mesotrochanteral muscle;posterior mesonoto-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0000754
posterior mesonoto-mesotrochanteral;posterior mesonoto-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0000754
t2p-tr2;posterior mesonoto-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0000754
posterior mesopleuro-mesofurcal muscle;posterior mesopleuro-mesofurcal muscle;http://purl.obolibrary.org/obo/HAO_0000755
pl2p-fu2;posterior mesopleuro-mesofurcal muscle;http://purl.obolibrary.org/obo/HAO_0000755
posterior mesopleuro-mesofurcal;posterior mesopleuro-mesofurcal muscle;http://purl.obolibrary.org/obo/HAO_0000755
posterior mesopleuro-third axillary sclerite of fore wing muscle;posterior mesopleuro-third axillary sclerite of fore wing muscle;http://purl.obolibrary.org/obo/HAO_0000756
posterior mesoscutellar sulcus;posterior mesoscutellar sulcus;http://purl.obolibrary.org/obo/HAO_0000757
posterior scutellar pits;posterior mesoscutellar sulcus;http://purl.obolibrary.org/obo/HAO_0000757
posterior notal wing process;posterior notal wing process;http://purl.obolibrary.org/obo/HAO_0000758
posterior ocellar line;posterior ocellar line;http://purl.obolibrary.org/obo/HAO_0000759
interocellar distance;posterior ocellar line;http://purl.obolibrary.org/obo/HAO_0000759
posterior ocellar length;posterior ocellar line;http://purl.obolibrary.org/obo/HAO_0000759
postocellar length;posterior ocellar line;http://purl.obolibrary.org/obo/HAO_0000759
postocellar line;posterior ocellar line;http://purl.obolibrary.org/obo/HAO_0000759
posterior profurcal lamella;posterior profurcal lamella;http://purl.obolibrary.org/obo/HAO_0000760
posterior pronotal inflection;posterior pronotal inflection;http://purl.obolibrary.org/obo/HAO_0000761
posterior pronotal sulcus;posterior pronotal sulcus;http://purl.obolibrary.org/obo/HAO_0000762
